ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,Medium,,,
low,low,high,high,333.71087,342.9790126,13.8064055,85.67905324,high,0,high,,,
medium,medium,high,medium,333.7757766,443.8947357,12.17852047,34.19440434,high,0,high,,,
high,medium,high,medium,324.0385057,443.5480065,17.76334283,79.74786822,medium,0,high,,,
medium,low,high,high,293.6110485,389.4711494,15.87247449,67.97686941,high,0,high,,,
medium,low,high,high,333.7757766,386.4176406,10.08011568,69.90483487,high,0,high,,,
low,low,high,medium,333.7757766,433.7443917,8.510882717,100.2322952,high,0,high,,,
high,high,high,medium,320.323984,349.8160843,13.10989785,58.80129097,medium,0,high,,,
medium,medium,high,medium,285.192181,325.721747,13.47275776,89.41293484,medium,0,high,,,
high,medium,high,medium,333.7757766,441.0525706,19.09566367,50.66314995,medium,0,high,,,
high,medium,high,medium,333.7757766,285.4124362,13.09326235,25.06190431,medium,0,high,,,
medium,medium,high,high,325.4039934,569.5692234,14.3139868,66.39629295,medium,0,high,,,
high,medium,high,low,310.8450723,487.6980521,17.22323749,83.87149584,medium,0,high,,,
medium,low,high,high,361.0093107,625.3467725,14.15153822,74.83119361,high,0,high,,,
medium,low,high,high,350.7562609,374.7947194,16.66844562,65.54266159,medium,0,high,,,
medium,low,high,high,319.8705845,482.4450256,13.3097227,46.85340962,medium,0,high,,,
medium,low,high,medium,302.6986306,393.2934779,17.61522935,54.21793925,high,0,high,,,
high,low,high,medium,300.697128,437.3255073,13.97201408,66.39629295,high,0,high,,,
medium,low,high,high,333.7757766,374.3178878,13.74936289,43.74470516,medium,0,high,,,
medium,low,high,high,320.4837541,419.6622002,11.96407193,63.92555422,high,0,high,,,
medium,medium,high,medium,304.9514981,434.1984358,13.69689309,64.20566665,high,0,high,,,
high,medium,high,medium,333.7757766,445.5559008,12.40991039,48.56091384,medium,0,high,,,
medium,low,high,medium,330.7896948,385.0189506,12.06253381,72.59527719,high,0,high,,,
medium,low,high,high,309.6145601,465.4998707,11.05409287,47.18365138,medium,0,high,,,
low,low,high,medium,368.9412139,346.5203097,15.26672628,56.98992563,medium,0,high,,,
medium,medium,high,high,299.4027729,428.9480234,12.23090783,68.83682935,medium,0,high,,,
medium,medium,high,high,289.9213805,284.7744589,11.86848044,51.87520737,high,0,high,,,
medium,low,high,medium,363.3087554,641.5860871,17.18318017,40.91657178,high,0,high,,,
high,high,high,medium,319.3820023,486.6379375,14.35134051,84.79879219,medium,0,high,,,
medium,medium,high,medium,329.1464376,344.5151501,15.10919086,66.39629295,high,0,high,,,
high,medium,high,high,333.7757766,461.2097797,12.87796036,68.75086751,medium,0,high,,,
high,medium,high,low,333.7757766,498.9335185,14.83662396,42.1682342,medium,0,high,,,
high,high,high,medium,334.1808334,420.6076491,12.70248944,72.10232429,high,0,high,,,
high,high,high,medium,295.7742178,462.4397372,12.00232293,76.02136709,medium,0,high,,,
medium,low,high,medium,336.2964131,491.4779238,13.53126371,96.94410397,high,0,high,,,
low,low,high,high,282.6935021,482.2944042,10.61155551,70.06944171,high,0,high,,,
medium,low,high,medium,362.7219539,503.8430011,18.89239348,80.34634784,medium,0,high,,,
medium,medium,high,medium,343.5987003,447.3946851,13.90008919,52.89208479,medium,0,high,,,
medium,low,high,high,333.7757766,474.1478985,16.98636537,82.44020227,high,0,high,,,
medium,low,high,high,337.5062107,414.9020172,12.99782291,69.86738195,medium,0,high,,,
high,high,high,high,356.4154339,506.3759338,11.33748863,69.42571454,medium,0,high,,,
high,medium,high,high,350.6149619,344.056871,13.90470967,66.39629295,high,0,high,,,
high,medium,high,high,372.6944654,395.4043622,14.25330768,40.97435539,medium,0,high,,,
medium,medium,high,medium,333.7757766,407.0173979,7.070771158,76.38352083,medium,0,high,,,
medium,low,high,medium,338.8971999,573.8147436,15.31551466,48.97388657,medium,0,high,,,
medium,low,high,medium,309.121602,530.07252,11.47201557,66.39629295,high,0,high,,,
medium,medium,high,low,325.0612461,428.6613982,8.819491446,76.37375325,high,0,high,,,
medium,low,high,medium,346.4411554,378.7710756,17.54448464,54.79876743,high,0,high,,,
medium,low,high,medium,332.1960482,411.3020866,11.66599465,60.28193206,high,0,high,,,
medium,low,high,medium,343.2396122,475.3018837,17.82683829,38.3373455,high,0,high,,,
medium,low,high,high,322.5210354,467.0904246,21.23397837,68.16364196,high,0,high,,,
high,medium,high,medium,333.4992027,311.7970421,10.77632094,69.11459306,medium,0,high,,,
high,medium,high,medium,395.7285408,467.0884417,10.4540293,73.77900664,medium,0,high,,,
medium,low,high,medium,333.1981907,461.5304456,13.5573812,60.571241,high,0,high,,,
medium,medium,high,medium,341.885682,393.5132565,15.56463656,81.42151397,medium,0,high,,,
high,low,high,low,358.5564707,631.4986231,17.33315332,68.18322677,medium,0,high,,,
high,high,high,medium,346.7052091,410.3224303,18.62712569,82.95587204,medium,0,high,,,
medium,low,high,medium,322.5165819,287.2860574,11.23040822,71.82128076,medium,0,high,,,
medium,low,high,high,319.2536314,484.2798902,16.81276697,94.35695427,high,0,high,,,
medium,low,high,high,332.3319845,449.3616793,14.45859092,70.00021888,medium,0,high,,,
medium,low,high,high,333.5645874,409.1135118,14.74123956,64.18372511,medium,0,high,,,
medium,low,high,high,377.5432914,568.3046706,13.62662391,75.952337,high,0,high,,,
medium,low,high,high,347.8937385,453.7059933,13.25468908,61.05777776,high,0,high,,,
medium,low,high,medium,321.3205511,342.5013872,13.79253517,54.46352461,medium,0,high,,,
medium,medium,high,high,333.7757766,396.0527818,11.38395352,75.21933821,high,0,high,,,
medium,low,high,medium,336.0407413,344.9703629,12.64041402,46.85452354,medium,0,high,,,
low,low,high,high,293.1607997,391.8413032,8.92359387,68.31661212,medium,0,high,,,
medium,low,high,high,350.6817323,550.817564,15.63226808,72.45738493,high,0,high,,,
high,medium,high,high,373.4635441,348.6185433,14.10587158,84.74056757,high,0,high,,,
medium,medium,high,medium,333.7757766,365.4008092,12.49518937,79.29542345,high,0,high,,,
medium,low,high,high,380.0781732,333.1565382,14.5378502,62.24635787,medium,0,high,,,
medium,medium,high,medium,310.7611598,518.7327779,15.18634236,50.83701298,high,0,high,,,
high,medium,high,medium,330.6357882,383.9475373,14.89700131,66.39629295,medium,0,high,,,
high,low,high,high,333.7757766,293.8334657,14.25468217,68.76341847,medium,0,high,,,
medium,high,high,high,345.1099622,426.1037151,13.98415569,60.15973017,high,0,high,,,
medium,low,high,medium,333.7757766,468.472601,8.623794838,102.2464466,high,0,high,,,
high,medium,high,medium,337.4063418,476.5794564,17.21367608,64.97596072,medium,0,high,,,
high,medium,high,high,349.995746,388.1377538,12.61173596,80.18607145,high,0,high,,,
medium,low,high,high,335.8583694,287.5729466,17.45988792,46.95327116,medium,0,high,,,
medium,low,high,high,328.7473154,427.182531,13.3000239,52.16241879,medium,0,high,,,
medium,low,high,medium,316.5414683,505.1220153,21.31960739,60.1263435,medium,0,high,,,
medium,medium,high,high,325.4669827,450.4413518,12.42337951,73.91402564,high,0,high,,,
medium,medium,high,high,326.1570433,439.1213011,21.1579914,40.09669635,medium,0,high,,,
medium,low,high,medium,334.243304,436.3969952,15.22096657,43.36049391,high,0,high,,,
medium,low,high,high,305.8077374,429.7662233,15.01813769,44.88759754,high,0,high,,,
medium,medium,high,high,333.7757766,421.2968495,8.010420329,79.08553238,high,0,high,,,
high,medium,high,low,322.1560371,413.6735861,12.99676073,42.98984918,high,0,high,,,
medium,low,high,medium,333.7757766,411.6160703,14.06605748,77.18579204,medium,0,high,,,
high,medium,high,medium,310.0149507,382.6222745,15.8969581,57.19682733,medium,0,high,,,
low,low,high,high,372.0373589,260.5661636,13.05403007,66.55346544,medium,0,high,,,
medium,low,high,medium,370.86955,486.0593044,13.9247317,63.80230173,high,0,high,,,
medium,low,high,high,333.7757766,413.2483341,12.73981847,85.02703392,high,0,high,,,
high,medium,high,high,374.1816743,567.7842757,15.58720585,55.83596571,high,0,high,,,
high,medium,high,medium,333.7757766,421.060326,8.320276395,53.77559173,high,0,high,,,
medium,medium,high,high,433.6943202,421.6252381,16.35221983,66.39629295,high,0,high,,,
medium,medium,high,high,324.3831702,521.320673,16.17373017,68.24694466,medium,0,high,,,
medium,low,high,medium,326.2547013,500.3864689,13.37336915,65.9090572,medium,0,high,,,
medium,medium,high,high,364.0814124,464.108595,15.46525641,70.10584396,high,0,high,,,
high,medium,high,high,317.3013687,426.1752532,8.07715615,49.27011459,medium,0,high,,,
medium,low,high,medium,333.8024747,508.6811449,16.58620538,81.7128488,high,0,high,,,
medium,low,high,high,323.7428268,499.9375021,12.41542979,54.09558139,high,0,high,,,
medium,medium,high,high,320.630725,466.5925435,19.15626102,58.26530475,high,0,high,,,
medium,low,high,high,336.0119081,285.9980485,14.29857879,46.11376286,high,0,high,,,
medium,medium,high,high,334.0499626,542.2114326,14.01354151,85.21509462,high,0,high,,,
high,medium,high,medium,286.9439221,330.0447146,17.74409576,77.81780421,medium,0,high,,,
medium,low,high,medium,333.7757766,590.507222,18.73638048,24.73422718,high,0,high,,,
high,medium,high,low,333.7757766,374.0216552,15.80445089,64.486384,high,0,high,,,
medium,low,high,high,351.5732575,577.40281,14.35764828,66.39629295,medium,0,high,,,
medium,low,high,high,387.5188104,393.820412,10.10746247,55.28667061,medium,0,high,,,
medium,low,high,high,311.6801658,399.6064941,18.52432004,67.22633993,medium,0,high,,,
medium,low,high,medium,381.4590235,344.967064,11.13845911,71.70459492,medium,0,high,,,
medium,low,high,medium,333.2190468,478.7730832,15.01141405,69.8051333,medium,0,high,,,
medium,medium,high,high,333.7757766,375.1422771,15.43084723,64.56414327,medium,0,high,,,
medium,medium,high,high,345.1392345,343.2427106,12.76906982,82.82628226,high,0,high,,,
high,low,high,medium,329.5021044,356.4767227,11.88286121,45.706793,medium,0,high,,,
medium,medium,high,medium,380.9456027,360.1074405,14.17531654,69.94967472,high,0,high,,,
medium,low,high,high,333.7757766,571.6288923,11.54987731,56.49920718,high,0,high,,,
medium,low,high,high,333.7757766,353.6042916,13.93942471,73.99053906,medium,0,high,,,
high,high,high,high,326.4626658,552.1621808,8.802846639,66.39629295,high,0,high,,,
medium,medium,high,medium,333.7757766,482.4062361,6.747761289,83.18675082,medium,0,high,,,
medium,low,high,high,333.7757766,323.8121162,19.07282727,61.56032811,high,0,high,,,
high,medium,high,high,333.7757766,337.7135686,23.66766678,73.23346576,medium,0,high,,,
medium,low,high,low,312.9762543,377.0679724,17.24669811,82.19723305,medium,0,high,,,
medium,low,high,high,332.4867311,398.7797464,17.30161654,64.07023584,high,0,high,,,
medium,high,high,high,364.7494824,479.6997629,15.82307429,70.75818969,high,0,high,,,
high,medium,high,medium,333.7757766,361.705354,14.55422004,60.6122302,high,0,high,,,
low,low,high,high,322.8922523,360.6480784,7.848312949,70.97700108,high,0,high,,,
medium,medium,high,high,333.7757766,232.613624,18.45940779,60.99359036,high,0,high,,,
medium,medium,high,medium,350.4498974,487.556493,10.45162924,84.17884541,medium,0,high,,,
medium,low,high,high,374.7758756,378.8738546,10.97215006,63.29329628,high,0,high,,,
medium,low,high,medium,333.7757766,486.8060508,13.49078768,65.36639189,high,0,high,,,
medium,low,high,high,333.7757766,461.9289812,12.53168428,44.88784334,high,0,high,,,
low,low,high,high,305.3829137,456.5122738,16.86472165,81.52612291,high,0,high,,,
medium,high,high,high,333.7757766,555.9329912,15.15462769,81.74609532,high,0,high,,,
medium,medium,high,high,375.5055831,356.8058547,15.18450917,80.23117222,medium,0,high,,,
medium,low,high,high,373.5977905,375.0728751,11.43597972,28.99363632,high,0,high,,,
medium,medium,high,high,329.4043999,386.3075461,9.223072487,69.70302609,high,0,high,,,
medium,low,high,high,346.7418224,266.3577439,15.93005092,83.26252889,high,0,high,,,
medium,low,high,high,351.1614271,472.064091,16.64281537,62.647091,high,0,high,,,
medium,low,high,medium,305.8497968,518.1018161,15.77243798,97.19907686,high,0,high,,,
medium,low,high,high,334.3977773,494.1545047,16.66661347,69.58025301,high,0,high,,,
medium,low,high,medium,339.3714799,468.3769554,19.74907906,61.79097988,medium,0,high,,,
high,low,high,low,337.0471082,461.076821,13.71550393,42.07812211,high,0,high,,,
high,medium,high,medium,299.797515,387.5894272,15.36359878,70.82324355,medium,0,high,,,
medium,medium,high,low,321.6710734,433.2764907,11.69009122,57.0496899,medium,0,high,,,
medium,medium,high,high,333.7757766,372.8039093,12.05443924,51.89250008,high,0,high,,,
medium,medium,high,high,350.1080935,331.6738244,13.11496542,60.16214813,medium,0,high,,,
medium,medium,high,high,333.7757766,367.5700816,15.42103353,36.44661433,medium,0,high,,,
low,low,high,high,296.0021941,521.5615613,16.29583717,44.28855177,medium,0,high,,,
medium,low,high,high,333.7757766,401.509481,13.36177755,52.95290369,medium,0,high,,,
high,high,high,high,361.2211655,457.5515592,21.56448866,93.74033372,high,0,high,,,
low,low,high,medium,328.2402892,261.4352152,18.40613902,54.85212343,medium,0,high,,,
high,high,high,high,321.6860585,437.8795085,12.87159907,78.73205511,high,0,high,,,
medium,low,high,high,338.195387,570.28826,14.60144315,66.39629295,high,0,high,,,
medium,medium,high,high,302.3157593,437.3669088,11.92755244,78.57644087,medium,0,high,,,
high,high,high,medium,274.6461166,467.7523179,12.37668596,89.90494986,medium,0,high,,,
low,low,high,high,317.8298136,289.5375295,8.069436301,63.6649491,high,0,high,,,
high,medium,high,medium,366.1479915,416.8703326,8.954519549,72.62027968,high,0,high,,,
high,medium,high,medium,333.7757766,494.6204407,8.716667103,56.18885178,high,0,high,,,
high,medium,high,medium,334.0542887,605.4657471,14.86137709,103.3228547,medium,0,high,,,
high,medium,high,medium,333.7757766,294.5828325,12.90875475,91.85652704,high,0,high,,,
medium,medium,high,medium,333.7757766,475.2957333,13.6726468,54.49246879,high,0,high,,,
low,low,high,high,349.8243904,496.8728455,11.45762389,61.11052919,medium,0,high,,,
medium,medium,high,high,333.7757766,316.9217755,17.76639712,53.54119063,medium,0,high,,,
medium,low,high,medium,316.4956306,469.8950016,11.97141687,62.0045632,high,0,high,,,
medium,low,high,high,333.7757766,634.1181328,21.97715822,33.27929799,high,0,high,,,
high,high,high,medium,333.7757766,400.3307976,14.06336966,64.36859318,high,0,high,,,
high,high,high,high,360.2955743,437.5154214,15.95268036,67.87849673,high,0,high,,,
low,low,high,medium,333.7757766,392.1091455,15.7933917,68.79744324,medium,0,high,,,
medium,low,high,medium,333.7757766,465.5548937,12.20195002,65.90985037,high,0,high,,,
high,medium,high,high,308.006321,396.3765543,13.49253565,82.75327777,high,0,high,,,
high,low,high,medium,387.2455523,435.5233975,11.87518416,56.02909753,medium,0,high,,,
high,medium,high,high,333.7757766,368.2844944,14.3835847,70.07270036,medium,0,high,,,
medium,low,high,high,309.7875155,413.1586361,12.30710887,88.89255531,high,0,high,,,
medium,low,high,medium,309.4511867,441.5940268,11.43817528,77.50819277,medium,0,high,,,
low,low,high,high,333.7757766,580.8707591,10.60328,94.94910831,medium,0,high,,,
medium,low,high,medium,333.7757766,427.0409817,14.42340359,56.46038632,medium,0,high,,,
medium,medium,high,high,333.7757766,501.0185347,11.59070662,91.6809313,high,0,high,,,
medium,medium,high,medium,297.8371878,494.4842495,13.8089233,70.7142255,high,0,high,,,
low,low,high,high,333.7757766,386.1040002,13.83187677,73.82455574,medium,0,high,,,
high,medium,high,low,276.4022799,406.2451288,15.4107638,66.39629295,medium,0,high,,,
medium,medium,high,high,313.1681338,413.2089485,15.37561622,32.68185115,medium,0,high,,,
medium,low,high,high,334.0869771,400.3934375,18.17914888,70.31269587,medium,0,high,,,
low,low,high,high,333.7757766,483.7457161,7.897724429,54.91394346,high,0,high,,,
medium,low,high,medium,341.3464431,490.6252913,12.53746628,61.58137809,medium,0,high,,,
medium,low,high,medium,333.7757766,497.5236046,18.70427854,59.73043815,medium,0,high,,,
medium,low,high,medium,331.8568921,311.7729001,15.70370723,54.01311185,high,0,high,,,
high,medium,high,medium,342.7208077,505.6774089,19.74281527,58.65852985,low,0,high,,,
medium,low,high,medium,322.0595876,524.6456428,15.31804839,75.37640814,high,0,high,,,
high,high,high,high,318.3565023,335.2405112,16.66490001,48.35725675,high,0,high,,,
high,high,high,medium,350.3637028,331.1204959,12.61079862,66.39629295,high,0,high,,,
medium,low,high,high,365.3488403,363.8034765,14.92405807,41.12138241,high,0,high,,,
medium,low,high,high,336.4048187,368.359984,11.09587801,66.82012406,high,0,high,,,
medium,low,high,high,321.4421133,525.9000949,13.47814984,60.05829023,medium,0,high,,,
medium,low,high,medium,297.5127991,476.9167256,14.97396965,47.01288944,high,0,high,,,
high,low,high,medium,344.1272534,555.9197962,9.028358906,78.93309631,medium,0,high,,,
medium,low,high,medium,355.1647923,300.9334915,13.17806888,80.60477634,medium,0,high,,,
medium,high,high,low,350.5477573,454.9698121,12.03186303,69.29225204,high,0,high,,,
medium,low,high,medium,333.7757766,402.7994967,13.90608196,95.38266214,high,0,high,,,
medium,medium,high,high,293.078666,268.4408502,18.42298541,68.47419413,high,0,high,,,
medium,low,high,high,299.5667509,344.7169755,5.159380308,55.5289486,high,0,high,,,
low,low,high,high,301.4297473,503.9103898,8.741257762,76.31069468,medium,0,high,,,
medium,medium,high,high,335.6524539,483.6580284,14.53285431,66.03724574,high,0,high,,,
medium,medium,high,high,333.7757766,402.115616,15.53597901,87.08391927,medium,0,high,,,
low,low,high,medium,358.9330887,567.4636696,11.50580332,60.77385711,medium,0,high,,,
high,medium,high,high,343.0579753,433.4498994,18.65888632,53.30375957,high,0,high,,,
medium,medium,high,medium,292.4192469,478.1667105,14.18985646,82.05440434,medium,0,high,,,
high,medium,high,low,326.9079236,461.9588119,16.61145787,104.3732501,medium,0,high,,,
medium,medium,high,high,317.2791232,531.7689878,11.67431809,48.35824968,high,0,high,,,
medium,low,high,medium,313.8662822,525.0310202,12.63018164,108.2652268,medium,0,high,,,
high,medium,high,medium,333.7757766,384.7291624,15.12105523,55.50773876,medium,0,high,,,
medium,medium,high,high,360.6722107,375.0820594,12.17878804,66.86450108,medium,0,high,,,
low,low,high,high,338.5849212,524.1080236,14.14398937,69.01623971,high,0,high,,,
medium,low,high,high,360.0869012,378.1542339,17.67456509,66.39629295,medium,0,high,,,
low,low,high,high,289.1268457,599.7292459,8.38640745,49.65855359,high,0,high,,,
medium,low,high,high,337.047896,330.3553226,14.74909031,58.35685104,medium,0,high,,,
medium,medium,high,high,333.7757766,453.1669866,12.52967959,60.43501604,high,0,high,,,
medium,low,high,high,333.7757766,363.4718511,12.09451301,74.71867577,high,0,high,,,
low,low,high,high,333.7757766,337.3880348,23.10801589,76.09446944,high,0,high,,,
low,low,high,high,336.6878091,433.7096721,10.45887423,66.39629295,high,0,high,,,
medium,low,high,medium,335.3488807,380.5782648,19.07399551,75.90307215,high,0,high,,,
medium,medium,high,medium,343.0803772,593.4836023,12.27307332,75.25621195,medium,0,high,,,
low,low,high,high,321.7869653,387.5218331,7.809444539,77.87921906,medium,0,high,,,
medium,medium,high,high,383.7542995,487.421635,18.91758399,51.48535051,medium,0,high,,,
high,medium,high,high,343.0473837,753.3426196,16.91790079,60.43603209,medium,0,high,,,
medium,low,high,high,358.5471475,464.5733382,11.22081749,67.64606592,medium,0,high,,,
medium,low,high,low,362.4846036,315.189948,12.13242545,65.49992502,medium,0,high,,,
medium,low,high,medium,333.7757766,525.884833,14.56781892,57.82202269,high,0,high,,,
medium,low,high,high,263.4012584,376.5248871,15.75540204,66.39629295,high,0,high,,,
medium,low,high,medium,333.7757766,314.834175,10.09208706,46.62929867,high,1,high,,,
medium,low,high,high,387.9046319,419.0973061,11.81485238,86.30823645,medium,1,high,,,
medium,medium,high,high,373.4363117,425.3363525,17.88359172,66.39629295,high,1,high,,,
medium,low,high,high,321.8652502,391.6674664,18.45395077,46.34586378,medium,1,high,,,
medium,low,high,high,354.2505548,397.5364707,22.13995838,51.53496489,medium,1,high,,,
medium,low,high,low,331.2529164,460.1461742,15.48537787,69.67003777,medium,1,high,,,
medium,low,high,medium,347.8618369,277.5880746,13.26114311,74.19399492,high,1,high,,,
medium,low,high,medium,290.6417397,449.317534,13.05589446,58.76861279,high,1,high,,,
medium,medium,high,high,435.1151886,337.6644115,16.63547599,61.07370993,high,1,high,,,
medium,low,high,high,333.7757766,496.9976016,15.17466373,60.0778524,medium,1,high,,,
high,medium,high,medium,231.0536871,421.6644824,16.33142148,92.64338257,medium,1,high,,,
medium,low,high,high,342.0291152,471.1221252,15.72546712,57.6830675,medium,1,high,,,
medium,low,high,high,342.8718067,425.5028737,17.21245507,85.11419625,high,1,high,,,
high,medium,high,medium,308.7807686,434.395439,21.1420528,44.1493478,medium,1,high,,,
medium,medium,high,high,301.6420044,304.2394809,13.07600748,64.23094246,medium,1,high,,,
medium,medium,high,high,333.7757766,325.3447061,13.24699548,33.38035359,low,1,high,,,
medium,medium,high,medium,302.3296738,563.7199667,11.75304576,51.55946462,high,1,high,,,
medium,medium,high,high,450.9144544,365.7391217,14.96653219,53.14497859,medium,1,high,,,
low,low,high,high,403.3423899,372.2001389,11.2609135,69.04715948,medium,1,high,,,
medium,low,high,high,272.4408483,509.7721105,11.01054457,99.99628571,medium,1,high,,,
medium,low,high,high,333.7757766,388.0503623,14.20055722,75.55521877,medium,1,high,,,
medium,low,high,high,322.0904652,372.6235293,11.45520341,57.15095807,high,1,high,,,
medium,medium,high,medium,333.7757766,501.78542,16.08864827,75.6713294,medium,1,high,,,
medium,low,high,high,380.7684782,344.1542283,15.20869109,75.57505559,high,1,high,,,
medium,medium,high,high,377.8680395,527.2058184,13.78726396,87.83904965,high,1,high,,,
medium,low,high,high,313.3647974,494.1529743,14.64668497,77.37381255,medium,1,high,,,
medium,medium,high,high,333.7757766,524.6452351,13.77822566,49.90089917,medium,1,high,,,
low,low,high,high,333.7757766,402.2711824,13.71580437,55.98979616,medium,1,high,,,
medium,low,high,medium,308.9314206,657.5704218,9.064445019,68.82704725,medium,1,high,,,
medium,medium,high,medium,368.1057831,412.4346769,16.9261748,62.55789982,high,1,high,,,
medium,low,high,high,412.407278,276.5886102,16.71005608,33.56304028,medium,1,high,,,
medium,low,high,medium,399.9817546,422.4820289,15.91660513,47.93510493,high,1,high,,,
high,medium,high,high,315.9711474,500.5866078,18.22874853,57.3655411,medium,1,high,,,
medium,low,high,medium,354.2975652,415.3383369,19.67616855,23.075806,medium,1,high,,,
high,medium,high,medium,371.3027473,561.7611561,15.22002138,61.79901424,medium,1,high,,,
medium,low,high,medium,333.7757766,289.7466744,13.1727213,60.45776434,high,1,high,,,
medium,low,high,medium,333.7757766,531.6574429,11.48218662,59.99855416,medium,1,high,,,
medium,low,high,medium,328.9072866,317.8309807,13.61140839,36.33519851,medium,1,high,,,
medium,medium,high,high,418.2409428,443.3157749,15.67120307,61.36442099,medium,1,high,,,
low,low,high,high,391.0690454,418.3301951,11.83169084,68.38761309,medium,1,high,,,
medium,low,high,high,331.9599637,563.4099697,21.91737699,58.83920331,medium,1,high,,,
medium,medium,high,medium,313.2636073,365.6264867,10.39293652,59.65920946,high,1,high,,,
medium,low,high,high,333.7757766,571.6137009,17.54842473,74.40270156,medium,1,high,,,
medium,low,high,high,422.7690683,490.3327615,17.72838904,69.50852573,high,1,high,,,
medium,low,high,high,333.7757766,411.1835887,16.16205859,84.93140178,medium,1,high,,,
medium,low,high,high,312.3940785,372.5116274,21.88708769,91.06635625,medium,1,high,,,
medium,low,high,medium,333.7757766,394.5954059,14.31938421,39.49726396,high,1,high,,,
medium,medium,high,high,333.7757766,525.5329651,10.67551753,54.08109392,high,1,high,,,
medium,low,high,medium,377.2698411,386.5417614,15.43451342,74.99251991,high,1,high,,,
medium,low,high,high,333.7757766,548.8705102,13.80007075,58.21980043,medium,1,high,,,
medium,low,high,high,317.3823146,487.504368,14.69784453,41.75372741,high,1,high,,,
medium,medium,high,high,333.7757766,424.3980267,12.58704787,49.58557272,high,1,high,,,
medium,low,high,high,330.1321385,326.4270547,11.65039339,47.64001392,medium,1,high,,,
medium,low,high,high,366.6887947,449.9482865,18.72285989,64.39052126,medium,1,high,,,
medium,medium,high,high,333.7757766,336.5856104,14.17390623,66.39629295,medium,1,high,,,
medium,low,high,high,399.0529411,448.5682598,16.55717663,74.43538862,high,1,high,,,
medium,low,high,high,333.7757766,448.7879639,13.83627998,70.20673966,medium,1,high,,,
medium,low,high,high,269.8923467,375.5030624,13.13491663,69.59080593,medium,1,high,,,
medium,medium,high,high,306.8002861,370.561027,17.48681507,32.92072036,medium,1,high,,,
high,high,high,high,274.9590279,437.2635313,18.2858821,74.51256519,high,1,high,,,
high,medium,high,high,418.9550103,360.9576788,12.40591315,73.21799019,medium,1,high,,,
medium,low,high,medium,276.0132734,367.9048021,14.72305528,62.6344489,high,1,high,,,
high,low,high,medium,333.7757766,354.9262268,15.18364552,63.41678671,medium,1,high,,,
high,medium,high,high,307.9874583,309.9304282,22.64159793,61.57846145,medium,1,high,,,
high,medium,high,medium,276.2863048,329.9227654,12.60907668,55.61776001,medium,1,high,,,
medium,medium,high,high,358.9786197,384.6949552,14.16360693,53.31304555,medium,1,high,,,
low,low,high,high,365.3011352,533.3032206,16.15159981,45.64738763,high,1,high,,,
low,low,high,medium,333.7757766,522.736233,15.78550897,86.12861265,medium,1,high,,,
medium,low,high,medium,389.2256729,315.229665,12.98247562,81.15923928,high,1,high,,,
low,low,high,high,375.8991686,448.0508658,16.82061518,59.18318961,medium,1,high,,,
high,medium,high,medium,227.6656353,431.6130013,15.77233381,52.0338449,high,1,high,,,
medium,medium,high,medium,395.241329,483.3198807,19.53863511,46.86138395,high,1,high,,,
high,high,high,high,350.3257358,538.7922673,17.68465463,72.34381221,high,1,high,,,
medium,low,high,medium,333.8488419,336.561501,14.70681031,67.84484886,high,1,high,,,
medium,medium,high,high,351.2149624,278.2606084,10.20834445,52.24851658,high,1,high,,,
medium,low,high,medium,333.7757766,484.6087111,9.784776715,86.69545111,medium,1,high,,,
high,low,high,medium,254.3588012,392.7068864,12.38763298,53.15076474,medium,1,high,,,
high,high,high,medium,291.1972605,576.0460835,11.665297,80.69821422,medium,1,high,,,
medium,low,high,high,343.4866327,347.5650665,14.00444881,66.39629295,medium,1,high,,,
medium,medium,high,high,404.6729209,511.4375201,13.51523573,85.34558485,medium,1,high,,,
high,medium,high,high,333.7757766,328.5584399,17.12815459,66.39629295,medium,1,high,,,
medium,low,high,medium,314.3906281,400.6249873,13.66532797,87.13187299,medium,1,high,,,
high,medium,high,medium,253.4812279,490.2803526,12.45883037,65.39948447,medium,1,high,,,
medium,medium,high,high,333.7757766,395.4487992,9.47598138,79.85232988,medium,1,high,,,
medium,low,high,high,321.8176616,490.9724265,10.66579889,51.55230078,high,1,high,,,
medium,medium,high,medium,333.7757766,217.3583296,12.28923761,39.9780961,high,1,high,,,
low,low,high,high,413.1021983,385.6561233,17.06049096,70.2933387,medium,1,high,,,
high,medium,high,low,283.867695,406.3091866,19.12582536,65.63932808,low,1,high,,,
medium,low,high,high,324.0957261,441.5240883,9.7930101,89.91991552,high,1,high,,,
low,low,high,high,351.2373616,402.4271738,12.42737775,83.76265319,medium,1,high,,,
high,medium,high,medium,333.5005378,450.8574915,8.667720302,39.80417883,medium,1,high,,,
medium,medium,high,high,300.152172,339.0660715,18.4236337,67.00909817,high,1,high,,,
low,low,high,high,392.6674818,459.2880371,10.44659031,52.28948388,high,1,high,,,
medium,low,high,medium,388.9980795,307.9180751,12.59419659,51.62521311,medium,1,high,,,
medium,low,high,medium,378.2269708,512.7684389,15.50599203,64.62494421,high,1,high,,,
low,low,high,high,426.1575186,352.0390921,15.49688693,68.60840187,high,1,high,,,
high,medium,high,medium,333.7757766,278.2514237,13.72888316,69.26812044,high,1,high,,,
