Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1091,38,2,16,1,58,7,2,23,2,4.2,1,6,2,2,27,2,4
1092,44,2,24,2,80,33,1,11,2,4.7,1,6,2,2,6,3,4
1093,68,2,13,1,50,41,1,12,2,4.1,1,1,2,2,20,6,6
1094,60,2,21,3,48,8,3,10,4,4.2,1,1,2,2,46,6,3
1095,25,2,13,1,40,7,2,2,4,4.8,1,4,2,2,25,2,6
1096,19,2,5,4,34,42,3,16,3,3.0,1,3,2,2,30,1,6
1097,57,2,5,4,46,29,3,1,1,2.6,1,5,2,2,48,3,1
1098,58,2,23,1,27,45,2,2,3,3.2,1,6,2,2,47,1,7
1099,49,2,8,1,98,12,3,22,2,3.6,1,4,2,2,27,3,7
1100,19,2,24,2,73,33,2,16,1,2.6,1,4,2,2,45,1,4
1101,50,2,14,2,28,28,1,7,2,4.4,1,2,2,2,2,3,7
1102,30,2,7,1,76,8,4,20,1,3.0,1,3,2,2,39,2,4
1103,52,2,24,2,83,43,2,16,1,2.9,1,2,2,2,24,2,4
1104,35,2,10,2,23,42,3,5,2,4.3,1,3,2,2,8,4,2
1105,35,2,9,1,28,8,2,1,1,3.1,1,2,2,2,8,1,6
1106,33,2,25,2,83,21,3,14,2,3.0,1,4,2,2,6,6,3
1107,52,2,20,2,96,23,1,23,4,3.6,1,6,2,2,12,6,4
1108,69,2,21,3,62,43,2,16,1,2.8,1,6,2,2,26,1,7
1109,27,2,19,2,25,27,2,21,1,2.8,1,5,2,2,50,2,4
1110,66,2,10,2,97,36,1,23,4,4.9,1,4,2,2,2,6,7
1111,28,2,10,2,61,43,1,6,1,3.0,1,5,2,2,31,2,2
1112,22,2,18,3,66,32,3,14,3,4.1,1,4,2,2,4,3,2
1113,69,2,10,2,67,47,4,17,2,4.6,1,3,2,2,32,5,6
1114,28,2,23,1,80,20,2,18,3,4.8,1,4,2,2,11,5,2
1115,55,2,20,2,25,29,1,23,1,2.6,1,4,2,2,47,1,3
1116,30,2,9,1,58,32,3,16,1,4.0,1,1,2,2,37,2,7
1117,67,2,1,1,96,11,2,5,4,4.2,1,2,2,2,39,5,4
1118,25,2,23,1,77,5,1,11,2,4.5,1,6,2,2,24,3,5
1119,49,2,2,1,65,14,2,18,3,4.9,1,5,2,2,11,5,3
1120,34,2,13,1,36,18,2,10,2,3.1,1,5,2,2,36,3,7
1121,22,2,21,3,84,38,2,12,4,4.0,1,4,2,2,40,4,5
1122,63,2,25,2,58,9,4,16,1,3.2,1,2,2,2,25,2,6
1123,70,2,8,1,62,33,3,5,2,4.3,1,1,2,2,12,3,1
1124,36,2,9,1,67,21,3,18,1,2.5,1,6,2,2,38,2,5
1125,42,2,24,2,20,15,2,15,2,4.9,1,2,2,2,40,2,6
1126,27,2,15,3,90,34,2,11,3,2.7,1,1,2,2,10,1,7
1127,23,2,16,1,58,15,1,1,4,3.4,1,5,2,2,47,6,4
1128,50,2,17,2,53,8,4,13,2,4.8,1,6,2,2,22,4,5
1129,56,2,7,1,30,32,1,5,4,4.7,1,4,2,2,35,4,5
1130,37,2,10,2,65,29,4,24,4,4.7,1,2,2,2,46,6,4
1131,67,2,13,1,41,17,2,11,3,3.9,1,5,2,2,30,5,2
1132,67,2,17,2,73,13,2,2,2,3.7,1,2,2,2,20,1,5
1133,50,2,10,2,98,33,3,21,2,4.3,1,6,2,2,25,2,4
1134,36,2,18,3,36,7,4,12,4,4.1,1,1,2,2,29,2,7
1135,62,2,25,2,81,49,2,4,3,4.6,1,2,2,2,2,6,3
1136,65,2,20,2,90,21,1,16,4,3.6,1,1,2,2,32,1,6
1137,23,2,8,1,83,13,3,6,3,4.8,1,3,2,2,37,2,5
1138,46,2,17,2,91,31,4,17,4,2.8,1,1,2,2,16,1,3
1139,18,2,14,2,36,15,2,18,3,4.7,1,2,2,2,32,6,4
1140,58,2,5,4,53,1,1,18,2,3.9,1,5,2,2,42,4,2
1141,31,2,12,2,39,20,2,24,4,2.6,1,6,2,2,6,3,3
1142,39,2,7,1,33,35,3,20,4,4.7,1,4,2,2,23,5,4
1143,69,2,25,2,76,35,1,9,2,3.5,1,6,2,2,27,6,2
1144,68,2,4,3,23,28,1,21,4,4.4,1,5,2,2,43,5,6
1145,41,2,12,2,54,40,3,10,1,4.4,1,1,2,2,25,1,4
1146,31,2,21,3,89,28,1,17,3,3.0,1,2,2,2,30,2,3
1147,48,2,21,3,38,49,2,10,3,4.2,1,5,2,2,7,1,3
1148,59,2,9,1,36,42,4,19,4,4.3,1,4,2,2,17,4,1
1149,34,2,14,2,66,9,2,23,2,2.6,1,6,2,2,10,5,4
1150,21,2,13,1,42,10,1,6,2,3.3,1,6,2,2,40,6,1
1151,29,2,13,1,36,17,3,19,4,2.7,1,4,2,2,50,6,2
1152,41,2,3,2,86,35,2,8,2,4.2,1,2,2,2,24,3,7
1153,62,2,8,1,49,7,2,7,1,4.0,1,5,2,2,8,5,3
1154,27,2,17,2,41,12,2,17,3,4.0,1,3,2,2,6,1,6
1155,49,2,6,2,82,10,1,6,2,2.9,1,1,2,2,44,3,2
1156,67,2,25,2,53,42,3,19,1,2.6,1,2,2,2,47,5,6
1157,20,2,18,3,21,11,2,7,3,4.8,1,2,2,2,6,6,3
1158,37,2,2,1,66,20,2,5,1,4.4,1,5,2,2,11,2,6
1159,69,2,2,1,89,28,1,15,3,4.0,1,1,2,2,41,1,1
1160,66,2,8,1,55,29,1,3,1,3.6,1,1,2,2,46,6,3
1161,37,2,16,1,42,34,3,3,3,3.2,1,4,2,2,9,6,2
1162,63,2,19,2,52,36,3,15,1,3.1,1,1,2,2,37,5,5
1163,47,2,15,3,92,33,2,3,4,4.2,1,2,2,2,13,5,7
1164,26,2,14,2,56,42,1,24,3,3.0,1,1,2,2,24,4,5
1165,68,2,6,2,96,26,2,9,4,4.2,1,5,2,2,47,5,6
1166,51,2,25,2,64,49,2,20,4,2.9,1,4,2,2,21,6,3
1167,48,2,6,2,48,7,3,11,4,3.7,1,6,2,2,22,6,4
1168,60,2,22,2,83,30,4,1,3,3.6,1,3,2,2,16,5,6
1169,68,2,16,1,91,24,1,23,3,3.6,1,5,2,2,37,4,4
1170,25,2,1,1,94,50,3,8,1,4.5,1,1,2,2,3,2,1
1171,57,2,20,2,62,13,3,19,2,3.2,1,2,2,2,33,2,2
1172,41,2,22,2,55,18,2,11,2,3.9,1,4,2,2,15,4,1
1173,59,2,5,4,68,37,1,16,2,4.6,1,6,2,2,42,1,2
1174,44,2,13,1,76,41,2,10,4,2.5,1,2,2,2,42,2,2
1175,42,2,1,1,31,22,2,2,4,4.3,1,2,2,2,19,1,2
1176,35,2,2,1,81,30,2,1,2,4.1,1,6,2,2,26,5,6
1177,36,2,6,2,83,37,2,19,4,4.6,1,3,2,2,39,5,6
1178,54,2,20,2,21,15,2,2,2,4.8,1,5,2,2,24,4,5
1179,37,2,6,2,22,40,2,21,2,4.9,1,2,2,2,23,4,1
1180,20,2,25,2,33,14,2,3,3,2.8,1,3,2,2,44,1,1
1181,23,2,20,2,23,37,3,1,2,4.9,1,5,2,2,34,2,5
1182,61,2,19,2,96,32,1,21,3,3.5,1,3,2,2,43,1,6
1183,37,2,13,1,21,31,2,13,2,3.8,1,2,2,2,45,5,6
1184,23,2,14,2,39,18,2,25,2,4.5,1,1,2,2,4,3,7
1185,63,2,2,1,73,40,3,10,1,3.4,1,2,2,2,19,3,1
1186,47,2,12,2,64,19,2,12,2,3.9,1,5,2,2,29,3,5
1187,63,2,12,2,68,14,2,1,3,4.1,1,1,2,2,27,3,1
1188,56,2,9,1,89,15,1,13,1,3.0,1,2,2,2,37,3,3
1189,68,2,3,2,29,24,2,12,3,3.3,1,4,2,2,11,3,7
1190,64,2,17,2,97,4,4,21,3,4.9,1,3,2,2,28,4,1
1191,62,2,17,2,45,40,2,15,4,4.3,1,4,2,2,31,3,7
1192,34,2,25,2,70,14,1,5,4,4.1,1,3,2,2,50,6,6
1193,49,2,5,4,56,9,2,22,3,4.0,1,1,2,2,42,6,6
1194,40,2,11,4,55,2,1,17,1,5.0,1,1,2,2,18,3,4
1195,50,2,10,2,46,32,3,21,4,3.1,1,1,2,2,6,3,4
1196,25,2,16,1,95,43,2,24,4,4.0,1,1,2,2,33,6,5
1197,30,2,2,1,88,34,2,13,4,3.2,1,1,2,2,13,1,2
1198,54,2,21,3,92,45,1,23,1,3.9,1,5,2,2,26,5,1
1199,40,2,22,2,49,30,2,4,3,3.9,1,1,2,2,17,2,1
1200,49,2,15,3,89,20,2,10,1,4.5,1,3,2,2,3,4,7
1201,27,2,5,4,22,7,4,2,4,4.4,1,6,2,2,7,5,7
1202,27,2,18,3,61,13,4,2,3,3.1,1,1,2,2,46,6,4
1203,48,2,16,1,29,20,3,14,2,2.9,1,5,2,2,14,6,3
1204,40,2,21,3,82,23,2,15,4,3.7,1,3,2,2,23,1,1
1205,67,2,2,1,94,9,2,17,2,3.2,1,1,2,2,20,3,3
1206,52,2,8,1,99,5,2,14,2,3.5,1,5,2,2,38,1,4
1207,22,2,8,1,59,24,3,6,1,3.0,1,3,2,2,16,6,3
1208,62,2,4,3,90,47,2,24,3,4.1,1,4,2,2,48,3,3
1209,20,2,4,3,100,49,3,19,4,2.9,1,1,2,2,8,4,1
1210,41,2,14,2,62,38,2,3,4,3.8,1,4,2,2,16,1,5
1211,34,2,23,1,78,25,2,14,1,4.1,1,4,2,2,5,2,6
1212,23,2,10,2,94,36,2,9,2,4.6,1,6,2,2,14,6,3
1213,32,2,18,3,74,38,2,25,3,2.5,1,3,2,2,18,3,7
1214,68,2,8,1,52,17,4,2,2,3.7,1,2,2,2,14,4,3
1215,30,2,11,4,81,45,2,3,1,3.8,1,3,2,2,5,2,3
1216,66,2,3,2,20,37,1,17,4,2.6,1,1,2,2,15,3,3
1217,62,2,14,2,32,44,4,11,3,3.7,1,3,2,2,3,6,3
1218,50,2,4,3,63,27,4,6,1,2.6,1,3,2,2,12,2,3
1219,55,2,4,3,79,38,2,6,2,3.1,1,6,2,2,43,2,3
1220,19,2,24,2,23,45,2,7,4,2.5,1,4,2,2,35,3,2
1221,67,2,7,1,64,17,2,9,4,4.9,1,2,2,2,36,1,6
1222,18,2,22,2,69,15,2,19,4,4.5,1,5,2,2,3,2,6
1223,58,2,12,2,69,14,1,12,1,3.4,1,6,2,2,27,1,1
1224,69,2,14,2,24,16,1,19,4,3.9,1,3,2,2,21,1,7
1225,62,2,19,2,50,13,2,25,3,3.7,1,6,2,2,18,6,7
1226,28,2,7,1,97,33,3,22,1,2.6,1,3,2,2,16,4,7
1227,53,2,15,3,91,35,3,6,1,3.4,1,6,2,2,18,6,2
1228,27,2,3,2,37,13,1,25,2,4.9,1,6,2,2,19,1,2
1229,55,2,11,4,55,14,3,25,4,3.9,1,2,2,2,1,2,1
1230,34,2,13,1,52,16,4,13,4,3.6,1,2,2,2,39,1,1
1231,25,2,9,1,80,13,1,4,2,4.6,1,5,2,2,49,6,5
1232,66,2,22,2,79,38,2,7,2,4.0,1,1,2,2,43,3,4
1233,57,2,8,1,23,32,2,5,3,3.6,1,3,2,2,31,4,3
1234,46,2,14,2,73,44,1,1,4,3.5,1,4,2,2,40,6,3
1235,38,2,7,1,99,30,2,10,1,4.1,1,6,2,2,2,1,2
1236,23,2,24,2,22,12,2,19,2,3.0,1,6,2,2,46,5,3
1237,42,2,9,1,68,31,2,24,3,4.4,1,6,2,2,35,4,3
1238,25,2,6,2,92,22,3,5,2,4.4,1,1,2,2,42,3,6
1239,55,2,14,2,77,50,2,23,4,3.7,1,2,2,2,3,6,4
1240,62,2,5,4,37,30,4,12,2,4.8,1,5,2,2,32,4,3
1241,41,2,16,1,79,30,1,24,4,2.9,1,6,2,2,48,4,1
1242,58,2,10,2,51,11,4,17,4,3.1,1,2,2,2,34,3,7
1243,56,2,22,2,27,28,2,11,3,4.0,1,4,2,2,15,1,6
1244,25,2,3,2,23,29,3,17,2,3.0,1,6,2,2,22,4,1
1245,70,2,22,2,76,14,3,20,3,3.9,1,1,2,2,2,2,5
1246,42,2,6,2,31,32,2,23,1,3.4,1,5,2,2,30,1,7
1247,27,2,10,2,60,18,2,5,4,2.7,1,5,2,2,27,2,5
1248,65,2,25,2,99,46,2,5,2,3.5,1,2,2,2,18,6,2
1249,62,2,9,1,37,49,4,19,4,3.0,1,3,2,2,8,3,1
1250,62,2,4,3,50,37,2,16,4,4.5,1,2,2,2,48,6,4
1251,52,2,12,2,26,29,4,18,4,4.1,1,3,2,2,24,2,5
1252,56,2,19,2,86,14,4,15,2,5.0,1,4,2,2,43,3,5
1253,28,2,15,3,41,21,1,12,1,4.0,1,5,2,2,8,2,6
1254,39,2,15,3,23,26,4,19,4,4.9,1,2,2,2,49,5,1
1255,54,2,21,3,56,5,4,2,2,3.3,1,1,2,2,2,3,2
1256,30,2,9,1,68,14,2,16,1,4.1,1,5,2,2,38,2,4
1257,45,2,5,4,48,48,3,14,4,3.6,1,2,2,2,4,2,4
1258,68,2,6,2,67,23,1,7,2,3.0,1,3,2,2,31,2,3
1259,47,2,4,3,87,35,4,7,2,4.1,1,1,2,2,34,4,3
1260,68,2,20,2,64,23,2,22,1,3.9,1,5,2,2,45,3,5
1261,63,2,17,2,93,46,4,9,2,4.1,1,6,2,2,30,4,6
1262,20,2,17,2,29,7,1,13,3,2.8,1,4,2,2,2,3,4
1263,29,2,4,3,62,42,1,4,4,4.8,1,6,2,2,44,6,5
1264,41,2,10,2,70,8,1,4,4,4.6,1,1,2,2,1,3,2
1265,52,2,24,2,92,45,3,3,4,2.5,1,4,2,2,1,6,2
1266,32,2,17,2,79,18,2,11,2,2.7,1,4,2,2,27,1,7
1267,20,2,3,2,31,34,2,16,1,4.0,1,5,2,2,14,4,3
1268,47,2,25,2,83,37,3,8,2,2.7,1,5,2,2,41,2,7
1269,23,2,11,4,88,12,4,5,4,2.9,1,4,2,2,25,4,2
1270,43,2,13,1,53,45,2,11,2,3.0,1,5,2,2,47,5,6
1271,67,2,10,2,98,48,2,9,1,3.3,1,5,2,2,20,2,1
1272,70,2,13,1,57,17,3,8,2,4.3,1,6,2,2,42,5,1
1273,35,2,15,3,80,49,2,15,4,4.4,1,2,2,2,16,1,5
1274,41,2,12,2,29,24,1,20,2,4.1,1,4,2,2,32,3,3
1275,54,2,9,1,73,25,2,14,2,3.1,1,1,2,2,37,5,6
1276,55,2,24,2,32,4,3,22,1,4.5,1,5,2,2,1,5,5
1277,51,2,4,3,68,50,1,22,2,4.8,1,4,2,2,37,1,7
1278,19,2,3,2,97,39,1,9,2,5.0,1,2,2,2,5,6,6
1279,28,2,19,2,98,44,2,23,1,2.8,1,4,2,2,31,6,4
1280,63,2,10,2,56,20,1,5,1,3.7,1,2,2,2,18,4,1
1281,30,2,14,2,78,10,1,24,4,4.4,1,1,2,2,39,6,3
1282,29,2,2,1,81,30,2,14,2,4.5,1,6,2,2,8,6,2
1283,24,2,17,2,68,29,1,23,4,3.0,1,3,2,2,20,6,5
1284,69,2,17,2,94,37,2,23,4,3.9,1,1,2,2,23,4,3
1285,65,2,6,2,93,4,2,2,2,3.9,1,2,2,2,38,5,4
1286,64,2,7,1,99,33,2,5,1,3.5,1,4,2,2,45,1,4
1287,40,2,7,1,49,48,1,25,4,4.9,1,4,2,2,44,4,4
1288,24,2,12,2,28,44,4,3,4,3.4,1,5,2,2,20,5,5
1289,66,2,2,1,93,41,4,5,4,4.1,1,5,2,2,34,5,2
1290,35,2,11,4,24,29,2,19,1,2.9,1,4,2,2,10,5,7
1291,67,2,20,2,35,20,2,10,2,3.4,1,3,2,2,3,5,1
1292,69,2,15,3,68,41,3,1,2,3.2,1,1,2,2,23,4,4
1293,26,2,2,1,61,17,2,13,3,3.9,1,3,2,2,42,1,1
1294,23,2,24,2,74,9,4,25,1,4.1,1,5,2,2,30,4,1
1295,27,2,17,2,64,43,2,20,3,4.5,1,5,2,2,21,2,3
1296,30,2,21,3,60,31,2,14,1,2.8,1,5,2,2,50,5,7
1297,48,2,12,2,29,41,3,21,2,2.8,1,2,2,2,16,2,2
1298,44,2,15,3,85,30,2,20,3,4.6,1,5,2,2,32,6,1
1299,29,2,14,2,81,14,3,10,3,3.0,1,3,2,2,14,1,4
1300,29,2,2,1,23,18,1,21,1,3.6,1,1,2,2,42,6,2
1301,67,2,25,2,100,48,2,5,2,4.5,1,4,2,2,47,3,3
1302,42,2,17,2,54,19,2,15,1,5.0,1,2,2,2,21,4,7
1303,23,2,21,3,25,12,2,7,1,2.9,1,4,2,2,37,3,5
1304,34,2,3,2,32,32,1,20,3,3.1,1,4,2,2,10,3,1
1305,64,2,1,1,63,26,3,15,2,4.0,1,1,2,2,18,5,3
1306,31,2,14,2,56,24,4,16,2,4.5,1,2,2,2,2,5,3
1307,54,2,24,2,33,2,1,4,4,4.5,1,4,2,2,40,5,1
1308,23,2,5,4,32,25,1,2,3,3.1,1,2,2,2,43,5,1
1309,59,2,6,2,38,39,1,19,3,4.4,1,4,2,2,14,3,3
1310,32,2,3,2,21,11,1,11,3,4.7,1,6,2,2,41,2,6
1311,43,2,10,2,59,40,1,4,4,3.1,1,6,2,2,38,3,3
1312,32,2,18,3,87,42,2,13,1,4.2,1,2,2,2,12,6,1
1313,66,2,25,2,79,25,2,23,4,3.0,1,6,2,2,19,1,5
1314,70,2,18,3,28,25,2,11,3,2.6,1,3,2,2,23,3,2
1315,42,2,4,3,67,25,3,12,3,3.4,1,3,2,2,49,4,1
1316,56,2,19,2,75,24,1,9,2,4.2,1,1,2,2,29,4,6
1317,28,2,2,1,32,4,3,11,2,4.6,1,5,2,2,14,4,2
1318,28,2,14,2,43,17,2,9,2,2.8,1,3,2,2,19,2,5
1319,52,2,19,2,93,7,2,13,2,2.7,1,2,2,2,19,3,2
1320,65,2,23,1,24,36,2,12,2,4.0,1,5,2,2,48,1,7
1321,56,2,9,1,31,5,4,21,1,3.1,1,3,2,2,19,4,1
1322,59,2,25,2,84,25,1,15,4,3.7,1,2,2,2,45,1,3
1323,23,2,14,2,74,47,2,23,4,4.0,1,4,2,2,17,1,6
1324,58,2,19,2,62,32,2,25,2,4.6,1,5,2,2,15,4,3
1325,39,2,13,1,77,14,3,15,3,3.8,1,3,2,2,11,3,4
1326,28,2,1,1,73,37,1,7,3,3.5,1,2,2,2,1,2,5
1327,40,2,18,3,50,43,2,10,2,4.6,1,3,2,2,17,2,5
1328,52,2,5,4,40,9,2,22,4,2.8,1,5,2,2,37,2,7
1329,37,2,24,2,97,39,2,15,4,3.7,1,5,2,2,40,1,7
1330,70,2,7,1,63,43,2,10,1,3.3,1,2,2,2,50,5,3
1331,30,2,8,1,65,45,2,5,1,2.9,1,5,2,2,20,5,2
1332,38,2,22,2,91,20,2,11,2,3.2,1,5,2,2,8,5,2
1333,66,2,10,2,60,2,3,7,2,4.3,1,6,2,2,16,1,6
1334,29,2,14,2,69,12,2,11,4,2.7,1,4,2,2,9,1,6
1335,46,2,5,4,52,48,3,24,2,4.2,1,6,2,2,12,6,5
1336,56,2,4,3,49,28,2,11,1,4.8,1,1,2,2,26,3,7
1337,23,2,21,3,85,37,2,5,2,4.8,1,6,2,2,44,4,4
1338,37,2,24,2,86,42,1,20,2,3.4,1,2,2,2,19,3,2
1339,56,2,8,1,51,1,3,25,4,2.6,1,5,2,2,43,5,4
1340,36,2,2,1,56,14,1,14,4,5.0,1,4,2,2,5,1,3
1341,40,2,2,1,72,12,2,16,1,4.4,1,4,2,2,5,4,3
1342,26,2,10,2,27,39,4,25,1,2.9,1,5,2,2,31,1,6
1343,57,2,23,1,43,3,4,25,3,3.4,1,1,2,2,11,1,5
1344,68,2,21,3,56,9,2,10,2,3.4,1,5,2,2,34,1,5
1345,56,2,25,2,37,32,3,23,1,4.9,1,4,2,2,14,2,1
1346,40,2,6,2,21,27,2,24,1,3.6,1,5,2,2,42,6,7
1347,44,2,10,2,91,24,1,24,4,3.0,1,3,2,2,15,6,2
1348,44,2,24,2,95,45,2,6,3,3.9,1,1,2,2,47,1,5
1349,19,2,2,1,54,27,4,18,2,3.2,1,5,2,2,23,3,4
1350,21,2,22,2,36,40,4,2,2,3.2,1,4,2,2,23,2,2
1351,31,2,23,1,71,8,2,15,1,4.3,1,4,2,2,1,2,3
1352,30,2,5,4,31,45,1,13,3,2.8,1,1,2,2,28,1,6
1353,65,2,9,1,89,14,4,15,2,4.5,1,4,2,2,37,3,2
1354,39,2,14,2,83,37,2,21,4,4.1,1,4,2,2,4,2,3
1355,64,2,1,1,42,20,2,8,2,3.6,1,1,2,2,21,1,6
1356,59,2,19,2,91,9,2,3,3,3.0,1,1,2,2,50,5,2
1357,49,2,11,4,61,14,2,6,2,4.0,1,3,2,2,34,1,1
1358,24,2,1,1,66,43,3,19,3,3.5,1,4,2,2,20,2,6
1359,19,2,16,1,22,27,4,17,2,2.5,1,6,2,2,25,6,3
1360,27,2,10,2,68,33,3,6,4,4.3,1,6,2,2,26,1,4
1361,56,2,20,2,43,1,1,2,1,2.8,1,2,2,2,4,1,1
1362,49,2,6,2,32,1,2,1,1,3.7,1,4,2,2,39,4,5
1363,41,2,5,4,46,6,2,8,1,4.3,1,2,2,2,29,2,7
1364,36,2,3,2,90,49,1,19,3,4.0,1,2,2,2,47,5,6
1365,68,2,9,1,75,8,1,25,1,4.7,1,2,2,2,5,2,3
1366,28,2,8,1,69,14,2,12,4,4.5,1,6,2,2,18,1,4
1367,45,2,2,1,40,15,2,12,1,3.1,1,3,2,2,10,3,4
1368,60,2,2,1,63,15,3,2,1,3.8,1,2,2,2,25,2,6
1369,21,2,17,2,36,49,1,15,3,4.9,1,2,2,2,2,2,7
1370,32,2,18,3,75,15,2,9,4,3.2,1,5,2,2,48,6,4
1371,27,2,16,1,67,26,1,16,3,2.9,1,1,2,2,41,1,3
1372,40,2,14,2,64,24,2,5,2,2.8,1,6,2,2,42,3,5
1373,64,2,3,2,61,22,2,8,1,4.0,1,1,2,2,44,5,2
1374,18,2,7,1,40,46,1,22,4,2.6,1,6,2,2,6,2,6
1375,22,2,8,1,97,32,2,19,1,2.7,1,3,2,2,5,1,6
1376,42,2,21,3,31,19,1,4,2,4.1,1,1,2,2,8,3,1
1377,57,2,15,3,65,30,1,17,2,5.0,1,3,2,2,24,5,1
1378,33,2,23,1,54,20,1,14,2,3.0,1,4,2,2,42,6,5
1379,37,2,11,4,49,17,4,11,1,3.6,1,3,2,2,24,6,7
1380,21,2,25,2,64,23,1,18,1,2.8,1,1,2,2,38,6,2
1381,51,2,21,3,35,21,3,1,4,4.6,1,5,2,2,41,2,4
1382,30,2,18,3,86,13,1,9,4,2.9,1,5,2,2,48,6,6
1383,68,2,11,4,55,22,1,4,4,4.8,1,2,2,2,16,1,6
1384,36,2,16,1,58,49,2,1,2,3.3,1,2,2,2,4,6,5
1385,46,2,21,3,96,2,2,1,1,4.6,1,5,2,2,8,1,7
1386,41,2,13,1,64,24,2,10,1,2.6,1,6,2,2,1,1,2
1387,68,2,11,4,56,37,2,20,1,4.0,1,4,2,2,4,4,6
1388,21,2,3,2,85,20,2,7,4,3.8,1,5,2,2,20,3,5
1389,62,2,6,2,23,4,2,11,2,3.9,1,2,2,2,40,2,6
1390,59,2,16,1,72,13,1,15,1,2.6,1,6,2,2,8,4,4
1391,25,2,9,1,38,4,2,13,3,4.3,1,5,2,2,42,4,7
1392,53,2,3,2,29,24,3,24,4,3.6,1,2,2,2,38,3,1
1393,31,2,7,1,46,4,2,25,2,4.2,1,2,2,2,34,6,3
1394,46,2,7,1,58,12,1,25,2,3.9,1,2,2,2,14,5,4
1395,26,2,5,4,43,15,1,12,1,4.7,1,4,2,2,39,2,7
1396,47,2,16,1,32,48,1,22,2,2.8,1,4,2,2,40,5,2
1397,37,2,14,2,30,49,4,11,4,3.0,1,4,2,2,49,4,5
1398,55,2,23,1,67,21,3,12,3,4.7,1,6,2,2,33,5,1
1399,30,2,6,2,45,43,2,6,3,2.5,1,3,2,2,25,3,7
1400,19,2,9,1,81,27,2,14,4,3.1,1,6,2,2,48,6,1
1401,36,2,1,1,23,28,2,19,1,3.6,1,4,2,2,22,3,3
1402,23,2,15,3,59,14,2,3,1,3.5,1,1,2,2,1,5,7
1403,62,2,23,1,21,34,1,24,3,3.1,1,2,2,2,47,5,5
1404,26,2,1,1,20,10,2,16,2,3.6,1,6,2,2,20,3,2
1405,36,2,13,1,28,31,2,5,4,3.5,1,4,2,2,10,4,7
1406,33,2,22,2,100,29,2,16,4,2.7,1,6,2,2,39,3,5
1407,32,2,17,2,46,47,1,22,2,3.6,1,2,2,2,15,4,5
1408,56,2,8,1,61,28,4,5,2,4.5,1,2,2,2,11,3,1
1409,58,2,3,2,58,19,2,25,4,4.1,1,3,2,2,38,6,7
1410,34,2,1,1,50,12,2,3,2,4.2,1,5,2,2,41,2,4
1411,61,2,9,1,93,42,2,18,3,4.0,1,6,2,2,18,4,1
1412,48,2,20,2,24,18,1,9,3,2.8,1,6,2,2,13,6,6
1413,25,2,19,2,100,22,2,5,3,2.6,1,1,2,2,43,6,1
1414,51,2,3,2,79,29,3,10,1,2.7,1,6,2,2,12,1,6
1415,29,2,22,2,51,23,2,2,3,4.5,1,6,2,2,3,3,2
1416,54,2,2,1,90,13,2,3,4,3.7,1,3,2,2,12,3,3
1417,48,2,4,3,56,12,1,20,3,3.4,1,3,2,2,46,2,6
1418,62,2,19,2,25,26,3,4,2,4.6,1,5,2,2,21,4,4
1419,18,2,17,2,75,1,2,23,3,4.1,1,1,2,2,23,6,3
1420,43,2,8,1,75,26,2,15,3,2.6,1,3,2,2,4,4,6
1421,22,2,12,2,53,5,4,8,3,4.6,1,6,2,2,45,5,3
1422,68,2,6,2,100,38,3,7,2,3.0,1,5,2,2,24,1,4
1423,44,2,6,2,27,43,1,5,1,3.4,1,3,2,2,3,5,2
1424,51,2,15,3,60,22,3,2,1,3.5,1,3,2,2,12,6,3
1425,66,2,11,4,23,7,3,10,1,3.5,1,5,2,2,34,1,3
1426,59,2,5,4,40,50,3,24,4,3.7,1,4,2,2,39,3,1
1427,60,2,14,2,38,22,2,25,3,4.8,1,3,2,2,35,5,3
1428,31,2,1,1,90,41,3,15,3,4.9,1,6,2,2,8,3,1
1429,20,2,3,2,97,34,3,9,3,4.9,1,2,2,2,42,5,6
1430,24,2,20,2,38,20,1,7,1,4.7,1,5,2,2,6,3,3
1431,48,2,15,3,30,22,3,15,3,4.9,1,3,2,2,3,3,4
1432,39,2,14,2,88,41,2,6,1,2.9,1,2,2,2,29,6,6
1433,34,2,9,1,33,9,1,2,4,4.4,1,2,2,2,32,4,6
1434,70,2,10,2,60,23,1,25,4,3.2,1,4,2,2,45,4,7
1435,59,2,24,2,64,32,1,13,3,4.6,1,3,2,2,21,4,2
1436,45,2,16,1,95,37,4,2,1,4.0,1,5,2,2,41,2,7
1437,35,2,21,3,83,23,2,8,4,3.7,1,3,2,2,23,5,4
1438,69,2,4,3,97,26,4,15,4,4.2,1,3,2,2,14,2,1
1439,58,2,5,4,38,47,2,6,2,2.9,1,5,2,2,24,4,5
1440,25,2,4,3,48,31,2,12,3,4.8,1,4,2,2,25,2,4
1441,27,2,15,3,76,3,2,17,2,4.4,1,5,2,2,13,6,5
1442,34,2,14,2,25,27,3,22,3,3.4,1,3,2,2,3,6,3
1443,53,2,10,2,92,12,3,23,2,2.8,1,1,2,2,42,3,1
1444,58,2,15,3,47,12,1,21,1,4.2,1,4,2,2,2,2,5
1445,32,2,24,2,36,45,1,17,1,3.8,1,2,2,2,26,2,6
1446,64,2,2,1,51,4,2,7,1,3.1,1,1,2,2,24,3,1
